6/12 1:5:10|ChromeMainFrame|createBrowserWindowWithListener|constructor called.
6/12 1:5:22|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:22|Utils|isSplit|Splitting for method GET = false
6/12 1:5:22|Utils|isSplit|result = false
6/12 1:5:22|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:22|Utils|isSplit|result = false
6/12 1:5:22|Utils|isSplitForURLType|Method called.
6/12 1:5:22|Utils|isSplitForURLType|value = false
6/12 1:5:22|Utils|isSplitForURLType|value = false
6/12 1:5:22|Utils|isSplitForURLType|value = false
6/12 1:5:22|Utils|isSplit|isSplitForURLType = false
6/12 1:5:22|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/index.html
6/12 1:5:22|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324922138
6/12 1:5:22|Utils|convertToSecond method called|time = 11723.0
6/12 1:5:22|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324922138
6/12 1:5:22|Utils|convertToSecond method called|time = 11723.0
6/12 1:5:22|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/
6/12 1:5:22|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:22|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:22|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/banner_animated.gif, requestOrResponce = request
6/12 1:5:22|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324922343
6/12 1:5:22|Utils|convertToSecond method called|time = 11928.0
6/12 1:5:22|Utils|isSplit|Method called.
6/12 1:5:22|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:22|Utils|isSplit|Splitting for method GET = false
6/12 1:5:22|Utils|isSplit|result = false
6/12 1:5:22|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:22|Utils|isSplit|Splitting for time 0.20500000000000007 = false
6/12 1:5:22|Utils|isSplit|result = false
6/12 1:5:22|Utils|isSplitForURLType|Method called.
6/12 1:5:22|Utils|isSplitForURLType|value = false
6/12 1:5:22|Utils|isSplitForURLType|value = false
6/12 1:5:22|Utils|isSplit|isSplitForURLType = false
6/12 1:5:22|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:22|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:22|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/sun_swede.gif, requestOrResponce = request
6/12 1:5:22|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324922383
6/12 1:5:22|Utils|convertToSecond method called|time = 11968.0
6/12 1:5:22|Utils|isSplit|Method called.
6/12 1:5:22|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:22|Utils|isSplit|Splitting for method GET = false
6/12 1:5:22|Utils|isSplit|result = false
6/12 1:5:22|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:22|Utils|isSplit|Splitting for time 0.24499999999999922 = false
6/12 1:5:22|Utils|isSplit|result = false
6/12 1:5:22|Utils|isSplitForURLType|Method called.
6/12 1:5:22|Utils|isSplitForURLType|value = false
6/12 1:5:22|Utils|isSplitForURLType|value = false
6/12 1:5:22|Utils|isSplit|isSplitForURLType = false
6/12 1:5:22|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:22|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:22|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/login.gif, requestOrResponce = request
6/12 1:5:22|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324922413
6/12 1:5:22|Utils|convertToSecond method called|time = 11998.0
6/12 1:5:22|Utils|isSplit|Method called.
6/12 1:5:22|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:22|Utils|isSplit|Splitting for method GET = false
6/12 1:5:22|Utils|isSplit|result = false
6/12 1:5:22|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:22|Utils|isSplit|Splitting for time 0.2749999999999986 = false
6/12 1:5:22|Utils|isSplit|result = false
6/12 1:5:22|Utils|isSplitForURLType|Method called.
6/12 1:5:22|Utils|isSplitForURLType|value = false
6/12 1:5:22|Utils|isSplitForURLType|value = false
6/12 1:5:22|Utils|isSplit|isSplitForURLType = false
6/12 1:5:22|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:22|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:22|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/images/banner_merctur.jpg, requestOrResponce = request
6/12 1:5:22|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324922441
6/12 1:5:22|Utils|convertToSecond method called|time = 12026.0
6/12 1:5:22|Utils|isSplit|Method called.
6/12 1:5:22|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:22|Utils|isSplit|Splitting for method GET = false
6/12 1:5:22|Utils|isSplit|result = false
6/12 1:5:22|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:22|Utils|isSplit|Splitting for time 0.30299999999999905 = false
6/12 1:5:22|Utils|isSplit|result = false
6/12 1:5:22|Utils|isSplitForURLType|Method called.
6/12 1:5:22|Utils|isSplitForURLType|value = false
6/12 1:5:22|Utils|isSplitForURLType|value = false
6/12 1:5:22|Utils|isSplit|isSplitForURLType = false
6/12 1:5:23|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/images/banner_merctur.jpg, requestOrResponce = response
6/12 1:5:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324923446
6/12 1:5:23|Utils|convertToSecond method called|time = 13031.0
6/12 1:5:23|Utils|isSplit|Method called.
6/12 1:5:23|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:23|Utils|isSplit|Splitting for method GET = false
6/12 1:5:23|Utils|isSplit|result = false
6/12 1:5:23|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:23|Utils|isSplit|Splitting for time 0.30299999999999905 = false
6/12 1:5:23|Utils|isSplit|result = false
6/12 1:5:23|Utils|isSplitForURLType|Method called.
6/12 1:5:23|Utils|isSplitForURLType|value = false
6/12 1:5:23|Utils|isSplitForURLType|value = false
6/12 1:5:23|Utils|isSplitForURLType|value = false
6/12 1:5:23|Utils|isSplit|isSplitForURLType = false
6/12 1:5:23|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/images/banner_merctur.jpg
6/12 1:5:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324923446
6/12 1:5:23|Utils|convertToSecond method called|time = 13031.0
6/12 1:5:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324923446
6/12 1:5:23|Utils|convertToSecond method called|time = 13031.0
6/12 1:5:23|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/images/
6/12 1:5:23|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/banner_animated.gif, requestOrResponce = response
6/12 1:5:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324923808
6/12 1:5:23|Utils|convertToSecond method called|time = 13393.0
6/12 1:5:23|Utils|isSplit|Method called.
6/12 1:5:23|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:23|Utils|isSplit|Splitting for method GET = false
6/12 1:5:23|Utils|isSplit|result = false
6/12 1:5:23|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:23|Utils|isSplit|Splitting for time -1.1029999999999998 = false
6/12 1:5:23|Utils|isSplit|result = false
6/12 1:5:23|Utils|isSplitForURLType|Method called.
6/12 1:5:23|Utils|isSplitForURLType|value = false
6/12 1:5:23|Utils|isSplitForURLType|value = false
6/12 1:5:23|Utils|isSplitForURLType|value = false
6/12 1:5:23|Utils|isSplit|isSplitForURLType = false
6/12 1:5:23|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/Merc10-dev/images/banner_animated.gif
6/12 1:5:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324923808
6/12 1:5:23|Utils|convertToSecond method called|time = 13393.0
6/12 1:5:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324923808
6/12 1:5:23|Utils|convertToSecond method called|time = 13393.0
6/12 1:5:23|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:5:24|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/login.gif, requestOrResponce = response
6/12 1:5:24|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324924345
6/12 1:5:24|Utils|convertToSecond method called|time = 13930.0
6/12 1:5:24|Utils|isSplit|Method called.
6/12 1:5:24|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:24|Utils|isSplit|Splitting for method GET = false
6/12 1:5:24|Utils|isSplit|result = false
6/12 1:5:24|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:24|Utils|isSplit|Splitting for time -1.3950000000000014 = false
6/12 1:5:24|Utils|isSplit|result = false
6/12 1:5:24|Utils|isSplitForURLType|Method called.
6/12 1:5:24|Utils|isSplitForURLType|value = false
6/12 1:5:24|Utils|isSplitForURLType|value = false
6/12 1:5:24|Utils|isSplitForURLType|value = false
6/12 1:5:24|Utils|isSplit|isSplitForURLType = false
6/12 1:5:24|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/Merc10-dev/images/login.gif
6/12 1:5:24|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324924345
6/12 1:5:24|Utils|convertToSecond method called|time = 13930.0
6/12 1:5:24|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324924345
6/12 1:5:24|Utils|convertToSecond method called|time = 13930.0
6/12 1:5:24|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:5:27|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/sun_swede.gif, requestOrResponce = response
6/12 1:5:27|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324927749
6/12 1:5:27|Utils|convertToSecond method called|time = 17334.0
6/12 1:5:27|Utils|isSplit|Method called.
6/12 1:5:27|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:27|Utils|isSplit|Splitting for method GET = false
6/12 1:5:27|Utils|isSplit|result = false
6/12 1:5:27|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:27|Utils|isSplit|Splitting for time -1.9619999999999997 = false
6/12 1:5:27|Utils|isSplit|result = false
6/12 1:5:27|Utils|isSplitForURLType|Method called.
6/12 1:5:27|Utils|isSplitForURLType|value = false
6/12 1:5:27|Utils|isSplitForURLType|value = false
6/12 1:5:27|Utils|isSplitForURLType|value = false
6/12 1:5:27|Utils|isSplit|isSplitForURLType = false
6/12 1:5:27|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/Merc10-dev/images/sun_swede.gif
6/12 1:5:27|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324927749
6/12 1:5:27|Utils|convertToSecond method called|time = 17334.0
6/12 1:5:27|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324927749
6/12 1:5:27|Utils|convertToSecond method called|time = 17334.0
6/12 1:5:27|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:5:27|ChromeBrowserNavigationListener|onFinishLoadingFrame|Method Called for URL=http://10.10.30.2:81/tours/index.html
6/12 1:5:27|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/index.html, requestOrResponce = snapShot
6/12 1:5:27|WebCFormattor||constructor called.6/12 1:5:27|ChromeCClickListener|addAllHTMLElementsListeners|Method Called.

6/12 1:5:27|ProgressBar|setVisible|Method Called. bool = false
6/12 1:5:27|ScriptHTMLStart|Recording|Thread state =2
6/12 1:5:27|ScriptHTMLStart|run|Setting thread state.State of Thread - 2
6/12 1:5:33|ChromeCClickListener|handleEvent|Method Called.
6/12 1:5:33|ChromeCClickListener|dumpEvent|Method Called. Event Type: com.teamdev.jxbrowser.chromium.dom.events.DOMEventType@5a5c588
 Tag Name = INPUT
6/12 1:5:33|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://10.10.30.2:81/cgi-bin/login?userSession=75893.0884568651DQADHfApHDHfcDtccpfAttcf&username=sandeep&password=sand&login.x=60&login.y=11&login=Login&JSFormSubmit=off6/12 1:5:33|ChromeRecordingHttpListener|onBeforeURLRequest|method called.

6/12 1:5:33|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:33|ChromeCClickListener|addImgLinkElement|Method Called.
6/12 1:5:33|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://10.10.30.2:81/cgi-bin/login?userSession=75893.0884568651DQADHfApHDHfcDtccpfAttcf&username=sandeep&password=sand&login.x=60&login.y=11&login=Login&JSFormSubmit=off  ===== Begin = 1560324933527
6/12 1:5:33|Utils|getURLTracker|urlString = http://10.10.30.2:81/cgi-bin/login?userSession=75893.0884568651DQADHfApHDHfcDtccpfAttcf&username=sandeep&password=sand&login.x=60&login.y=11&login=Login&JSFormSubmit=off, requestOrResponce = request
6/12 1:5:33|Utils|setRecordingComments|method called.
6/12 1:5:33|Utils|getURLTracker|urlString = http://10.10.30.2:81/cgi-bin/login?userSession=75893.0884568651DQADHfApHDHfcDtccpfAttcf&username=sandeep&password=sand&login.x=60&login.y=11&login=Login&JSFormSubmit=off, requestOrResponce = snapShot
6/12 1:5:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324933527
6/12 1:5:33|ProgressBar|setVisible|Method Called. bool = true
6/12 1:5:33|Utils|convertToSecond method called|time = 23112.0
6/12 1:5:33|Utils|isSplit|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:33|Utils|isSplit|Splitting for method GET = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for time 5.777999999999999 = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForURLType|Method called.
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplit|isSplitForURLType = false
6/12 1:5:33|ChromeRecordingHttpListener|dumpRequestHeaders|Auto split page for user click = http://10.10.30.2:81/cgi-bin/login?userSession=75893.0884568651DQADHfApHDHfcDtccpfAttcf&username=sandeep&password=sand&login.x=60&login.y=11&login=Login&JSFormSubmit=off
6/12 1:5:33|Utils|getURLTracker|urlString = http://10.10.30.2:81/cgi-bin/login?userSession=75893.0884568651DQADHfApHDHfcDtccpfAttcf&username=sandeep&password=sand&login.x=60&login.y=11&login=Login&JSFormSubmit=off, requestOrResponce = response
6/12 1:5:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324933595
6/12 1:5:33|Utils|convertToSecond method called|time = 23180.0
6/12 1:5:33|Utils|isSplit|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:33|Utils|isSplit|Splitting for method GET = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for time 5.777999999999999 = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForURLType|Method called.
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplit|isSplitForURLType = false
6/12 1:5:33|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/cgi-bin/login?userSession=75893.0884568651DQADHfApHDHfcDtccpfAttcf&username=sandeep&password=sand&login.x=60&login.y=11&login=Login&JSFormSubmit=off
6/12 1:5:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324933595
6/12 1:5:33|Utils|convertToSecond method called|time = 23180.0
6/12 1:5:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324933595
6/12 1:5:33|Utils|convertToSecond method called|time = 23180.0
6/12 1:5:33|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/cgi-bin/
6/12 1:5:33|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:33|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:33|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/banner_animated.gif, requestOrResponce = request
6/12 1:5:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324933687
6/12 1:5:33|Utils|convertToSecond method called|time = 23272.0
6/12 1:5:33|Utils|isSplit|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:33|Utils|isSplit|Splitting for method GET = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for time 0.09199999999999875 = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForURLType|Method called.
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplit|isSplitForURLType = false
6/12 1:5:33|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:33|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:33|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/sun_swede.gif, requestOrResponce = request
6/12 1:5:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324933709
6/12 1:5:33|Utils|convertToSecond method called|time = 23294.0
6/12 1:5:33|Utils|isSplit|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:33|Utils|isSplit|Splitting for method GET = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for time 0.11400000000000077 = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForURLType|Method called.
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplit|isSplitForURLType = false
6/12 1:5:33|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:33|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:33|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/flights.gif, requestOrResponce = request
6/12 1:5:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324933729
6/12 1:5:33|Utils|convertToSecond method called|time = 23314.0
6/12 1:5:33|Utils|isSplit|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:33|Utils|isSplit|Splitting for method GET = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for time 0.13400000000000034 = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForURLType|Method called.
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplit|isSplitForURLType = false
6/12 1:5:33|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:33|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:33|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/home.gif, requestOrResponce = request
6/12 1:5:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324933748
6/12 1:5:33|Utils|convertToSecond method called|time = 23333.0
6/12 1:5:33|Utils|isSplit|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:33|Utils|isSplit|Splitting for method GET = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for time 0.1529999999999987 = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForURLType|Method called.
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplit|isSplitForURLType = false
6/12 1:5:33|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:33|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:33|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/signoff.gif, requestOrResponce = request
6/12 1:5:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324933768
6/12 1:5:33|Utils|convertToSecond method called|time = 23353.0
6/12 1:5:33|Utils|isSplit|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:33|Utils|isSplit|Splitting for method GET = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for time 0.17300000000000182 = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForURLType|Method called.
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplit|isSplitForURLType = false
6/12 1:5:33|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:33|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:33|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/images/banner_merctur.jpg, requestOrResponce = request
6/12 1:5:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324933790
6/12 1:5:33|Utils|convertToSecond method called|time = 23375.0
6/12 1:5:33|Utils|isSplit|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:33|Utils|isSplit|Splitting for method GET = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:33|Utils|isSplit|Splitting for time 0.19500000000000028 = false
6/12 1:5:33|Utils|isSplit|result = false
6/12 1:5:33|Utils|isSplitForURLType|Method called.
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplitForURLType|value = false
6/12 1:5:33|Utils|isSplit|isSplitForURLType = false
6/12 1:5:35|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/sun_swede.gif, requestOrResponce = response
6/12 1:5:35|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324935332
6/12 1:5:35|Utils|convertToSecond method called|time = 24917.0
6/12 1:5:35|Utils|isSplit|Method called.
6/12 1:5:35|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:35|Utils|isSplit|Splitting for method GET = false
6/12 1:5:35|Utils|isSplit|result = false
